update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
41,83968,2417.2281841384724,34,0.9892307669688494,0.024006906311457153,0.8500000238418579,1.0,10.625641025641025,2.5152578446321487,8.0,20.0,0.7296550646424294,0.947540171444416,-0.0017476146822446026,0.000531321406015195,0.060844846,0.9892307669688494,0.024006906311457153,0.8500000238418579,1.0
42,86016,2492.641599806391,35,0.9879213464394044,0.03796294335040476,0.6499999761581421,1.0,11.48876404494382,3.2554858869384686,8.0,25.0,0.7820203229784966,0.9381596595048904,0.0019170969226252055,0.0012162158964201808,0.047680408,0.9879213464394044,0.03796294335040476,0.6499999761581421,1.0
43,88064,2465.526026996998,36,0.987714283806937,0.030339576782663084,0.800000011920929,1.0,11.4,2.9159659022109885,8.0,23.0,0.7755783870816231,0.9401777759194374,-8.147864900820423e-05,0.0007984820840647444,0.06575565,0.987714283806937,0.030339576782663084,0.800000011920929,1.0
44,90112,2474.405862110883,36,0.9874331533590103,0.03253693395749482,0.800000011920929,1.0,11.155080213903743,2.9145611513220437,8.0,24.0,0.747028112411499,0.9390547350049019,-0.004669566034863237,0.0008984512969618663,0.07706209,0.9874331533590103,0.03253693395749482,0.800000011920929,1.0
45,92160,2478.889481377165,37,0.9933333327372869,0.024381231370050223,0.8500000238418579,1.0,11.244444444444444,3.2465746431554976,8.0,27.0,0.7440820261836052,0.941942535340786,-0.00613303086720407,0.0007176094441092573,0.0669052,0.9933333327372869,0.024381231370050223,0.8500000238418579,1.0
46,94208,2413.0927690941985,38,0.9919597973775625,0.021517283622385867,0.8500000238418579,1.0,10.296482412060302,2.438703356034901,8.0,20.0,0.7519674226641655,0.9473877772688866,-0.0036114585964241996,0.0005284330291033257,0.052710783,0.9919597973775625,0.021517283622385867,0.8500000238418579,1.0
47,96256,2431.639577882272,39,0.9888297855219943,0.028391504554499587,0.8500000238418579,1.0,11.02127659574468,2.77135316592875,8.0,21.0,0.7433023378252983,0.9448713660240173,0.002356732617045054,0.0006441365403588861,0.04052693,0.9888297855219943,0.028391504554499587,0.8500000238418579,1.0
48,98304,2459.0537500568967,40,0.990860213195124,0.02369864550948809,0.8500000238418579,1.0,10.876344086021506,2.875700862658925,8.0,23.0,0.7455950379371643,0.9407662898302078,-0.0024591695400886238,0.0007078810813254677,0.056510307,0.990860213195124,0.02369864550948809,0.8500000238418579,1.0
49,100352,2465.8112500409056,41,0.9922459877748541,0.022687921523752163,0.8500000238418579,1.0,11.122994652406417,2.6570168658929987,8.0,21.0,0.8269952982664108,0.9453323557972908,0.0032910001755226403,0.00044880499990540557,0.040032562,0.9922459877748541,0.022687921523752163,0.8500000238418579,1.0
50,102400,2456.2263931684934,41,0.9906432733201144,0.024186078583801954,0.8500000238418579,1.0,11.865497076023392,3.668983664066172,8.0,27.0,0.7913141921162605,0.9382671862840652,0.008303020906168967,0.0010329069264116697,0.059013966,0.9906432733201144,0.024186078583801954,0.8500000238418579,1.0
51,104448,2574.990682299787,42,0.9909604501589543,0.024990026610359175,0.800000011920929,1.0,11.757062146892656,3.247383712088686,8.0,24.0,0.8052106350660324,0.937646672129631,-0.011737619643099606,0.0007280181162059307,0.059254035,0.9909604501589543,0.024990026610359175,0.800000011920929,1.0
52,106496,2516.2450167570305,43,0.9860962546445469,0.034598560857147374,0.800000011920929,1.0,10.828877005347593,2.450061730283243,7.0,24.0,0.7796143740415573,0.9404169023036957,-0.0034503481365391053,0.0007548435096396133,0.044703014,0.9860962546445469,0.034598560857147374,0.800000011920929,1.0
53,108544,2457.2051415764276,44,0.99138888683584,0.023470173158655856,0.8999999761581421,1.0,11.35,3.1206747845796285,8.0,31.0,0.7931266948580742,0.9421373829245567,-0.001234040715644369,0.000634403942967765,0.048144057,0.99138888683584,0.023470173158655856,0.8999999761581421,1.0
54,110592,2475.556814893801,45,0.9895604373989525,0.025695263580629367,0.8500000238418579,1.0,11.236263736263735,2.877384972868861,8.0,22.0,0.7654422596096992,0.9409214705228806,-0.004789775877725333,0.0005699644316337071,0.044183172,0.9895604373989525,0.025695263580629367,0.8500000238418579,1.0
55,112640,2454.6331172820633,45,0.9933701644944881,0.02374405706418508,0.800000011920929,1.0,11.41988950276243,3.3208602341822036,8.0,32.0,0.7726810425519943,0.9418716058135033,-0.0006615718411921989,0.000711523556674365,0.0655476,0.9933701644944881,0.02374405706418508,0.800000011920929,1.0
56,114688,2634.3698615979247,46,0.99033149006617,0.025810628734490824,0.800000011920929,1.0,11.397790055248619,3.4556056756750264,8.0,26.0,0.7402119562029839,0.9390996992588043,-0.0036381772079039365,0.0009005435495055281,0.061236985,0.99033149006617,0.025810628734490824,0.800000011920929,1.0
57,116736,2498.7294175414468,47,0.9903314897368626,0.024717201214857532,0.8500000238418579,1.0,11.060773480662984,2.4923435151093787,8.0,22.0,0.7974448800086975,0.9409986212849617,-0.0027350815798854455,0.0006014317441440653,0.06383628,0.9903314897368626,0.024717201214857532,0.8500000238418579,1.0
58,118784,2516.6084508296667,48,0.9868852434262552,0.027512999767087515,0.8500000238418579,1.0,11.382513661202186,2.9264425182557234,8.0,24.0,0.7716113328933716,0.9359915256500244,-0.001705123755527893,0.0007760362859698944,0.05138158,0.9868852434262552,0.027512999767087515,0.8500000238418579,1.0
59,120832,2528.31933240088,49,0.9915300532768333,0.031741064318879283,0.699999988079071,1.0,11.07103825136612,3.244226905081022,8.0,35.0,0.7430367842316628,0.9418769329786301,0.0031125142850214615,0.0013506180002877954,0.10010134,0.9915300532768333,0.031741064318879283,0.699999988079071,1.0
60,122880,2464.238744381909,50,0.9891061436530598,0.0318215170906079,0.75,1.0,11.46368715083799,3.574048270769466,8.0,40.0,0.7764178588986397,0.9360972344875336,-0.0032885598484426737,0.0011195693077752367,0.08342832,0.9891061436530598,0.0318215170906079,0.75,1.0
61,124928,2492.813761597549,50,0.9919270817190409,0.026019525151530512,0.75,1.0,10.78125,2.724132602774689,8.0,25.0,0.7654757052659988,0.9448899254202843,-0.0078053714241832495,0.0004928160342387855,0.036522716,0.9919270817190409,0.026019525151530512,0.75,1.0
62,126976,2445.0554545076748,51,0.9896276580526474,0.029379573673207742,0.800000011920929,1.0,10.840425531914894,3.338375166917703,8.0,31.0,0.7273540422320366,0.9435347095131874,0.00040020630694925785,0.001004652978735976,0.07039645,0.9896276580526474,0.029379573673207742,0.800000011920929,1.0
63,129024,2466.701315229886,52,0.9931693979299785,0.023834787002073952,0.8500000238418579,1.0,11.229508196721312,2.861426767559791,8.0,26.0,0.7683764845132828,0.9412268623709679,-0.002588301598734688,0.0006594203223357908,0.06339746,0.9931693979299785,0.023834787002073952,0.8500000238418579,1.0
64,131072,2560.332074319942,53,0.9950867040308914,0.016713104903558818,0.8999999761581421,1.0,11.658959537572255,2.823189084227128,8.0,21.0,0.7936898916959763,0.9428954347968102,0.006910810829140246,0.00045242439955472946,0.04354354,0.9950867040308914,0.016713104903558818,0.8999999761581421,1.0
65,133120,2557.717186382479,54,0.9903846137471252,0.026277585967402487,0.800000011920929,1.0,11.252747252747254,3.3482598616227492,8.0,25.0,0.7487059235572815,0.9433173835277557,0.00212170591839822,0.0006382560968631878,0.04712815,0.9903846137471252,0.026277585967402487,0.800000011920929,1.0
66,135168,2504.3825839419164,54,0.9966101686833269,0.014645745183134122,0.8999999761581421,1.0,11.508474576271187,3.0143135825005696,8.0,22.0,0.8275641575455666,0.9416807889938354,-0.0009402494470123202,0.000477301815408282,0.037264064,0.9966101686833269,0.014645745183134122,0.8999999761581421,1.0
67,137216,2523.7716988726675,55,0.9925824158139281,0.01925626712827609,0.8999999761581421,1.0,11.362637362637363,2.8766451901151844,8.0,22.0,0.8080169707536697,0.9451821967959404,0.0032628364278934896,0.00045588614739244804,0.041483507,0.9925824158139281,0.01925626712827609,0.8999999761581421,1.0
68,139264,2396.852145185053,56,0.9916666650003002,0.022550226085007764,0.8500000238418579,1.0,11.096774193548388,2.6480445864462228,8.0,19.0,0.804911732673645,0.9428009167313576,-0.0005699498142348602,0.0004846821575483773,0.030838814,0.9916666650003002,0.022550226085007764,0.8500000238418579,1.0
69,141312,2393.9437477460806,57,0.9902298827280943,0.02495868497430068,0.8999999761581421,1.0,11.655172413793103,2.8378702804910185,8.0,24.0,0.8045765236020088,0.9423268362879753,0.005701146612409502,0.0005692850427294616,0.04063085,0.9902298827280943,0.02495868497430068,0.8999999761581421,1.0
70,143360,2494.6815806585487,58,0.9905555536349614,0.025706082121378263,0.800000011920929,1.0,11.516666666666667,3.2136427928442823,8.0,24.0,0.8129733875393867,0.9384803250432014,-0.002911488263634965,0.0006608695148315746,0.035598822,0.9905555536349614,0.025706082121378263,0.800000011920929,1.0
71,145408,2479.0626105160964,59,0.9932795682901977,0.01856396858795046,0.8999999761581421,1.0,10.978494623655914,2.5881387617303475,8.0,19.0,0.8273126482963562,0.9469998180866241,0.002457043881804566,0.0005472113625728525,0.041542716,0.9932795682901977,0.01856396858795046,0.8999999761581421,1.0
72,147456,2475.1252604448055,59,0.990909089080312,0.022670386644676452,0.8500000238418579,1.0,11.607954545454545,2.95606931855728,8.0,25.0,0.8009762614965439,0.9391479194164276,-0.0005683219515049132,0.0005822241619171109,0.058567196,0.990909089080312,0.022670386644676452,0.8500000238418579,1.0
73,149504,2593.316194975389,60,0.9925133675177467,0.022482166986286512,0.8500000238418579,1.0,11.026737967914439,2.76423521267969,8.0,23.0,0.8003237098455429,0.9430270493030548,-0.005897617491427809,0.0005079478942207061,0.03236552,0.9925133675177467,0.022482166986286512,0.8500000238418579,1.0
74,151552,2532.9334252155295,61,0.9846938742058617,0.028489318840964832,0.8500000238418579,1.0,10.489795918367347,2.3375588957294204,8.0,21.0,0.9017735421657562,0.9433496221899986,0.004228805773891509,0.0005642589312628843,0.057574626,0.9846938742058617,0.028489318840964832,0.8500000238418579,1.0
75,153600,2479.685216720076,62,0.9863636334995171,0.028645128363800797,0.8500000238418579,1.0,12.7987012987013,4.02650289781371,8.0,27.0,0.8801013603806496,0.9306544438004494,0.008857698063366115,0.001150192372733727,0.06690763,0.9863636334995171,0.028645128363800797,0.8500000238418579,1.0
76,155648,2419.0457205938674,63,0.9865497054412351,0.03235985095591291,0.75,1.0,12.32748538011696,3.6608093716600716,8.0,27.0,0.8293251022696495,0.9313157945871353,-0.012989563983865082,0.0008479236930725165,0.06261589,0.9865497054412351,0.03235985095591291,0.75,1.0
77,157696,2583.5314382680162,63,0.989825579316117,0.025823056835434437,0.8500000238418579,1.0,11.88953488372093,3.259067103991265,8.0,29.0,0.8117605596780777,0.9348514527082443,-0.006101902516093105,0.000793083876487799,0.05796238,0.989825579316117,0.025823056835434437,0.8500000238418579,1.0
78,159744,2579.8179193294704,64,0.9900537617104028,0.02783394420735457,0.800000011920929,1.0,11.080645161290322,2.795724772419801,8.0,28.0,0.7864305377006531,0.9441269785165787,-0.0025257285196857993,0.0008105567030725069,0.07127263,0.9900537617104028,0.02783394420735457,0.800000011920929,1.0
79,161792,2465.861507092061,65,0.9944444434352653,0.020140601810686967,0.8500000238418579,1.0,10.71957671957672,2.4796927251798504,8.0,21.0,0.7842381969094276,0.9447866827249527,-0.007838362304028124,0.0004571442404994741,0.031545565,0.9944444434352653,0.020140601810686967,0.8500000238418579,1.0
80,163840,2340.544005423346,66,0.9911290304635161,0.02408128459883102,0.8500000238418579,1.0,11.043010752688172,2.612681967710672,8.0,21.0,0.7703273072838783,0.9456243962049484,0.0038259798020590097,0.0006424244893423747,0.058525253,0.9911290304635161,0.02408128459883102,0.8500000238418579,1.0
81,165888,2388.9025570629456,67,0.9944148922854281,0.01735665690305246,0.8999999761581421,1.0,10.851063829787234,2.6091387949369245,8.0,22.0,0.8115617483854294,0.9466523677110672,0.00031785035662323935,0.0003525432257447392,0.041788798,0.9944148922854281,0.01735665690305246,0.8999999761581421,1.0
82,167936,2485.5609487912675,68,0.9913043460768202,0.02343898043196541,0.8500000238418579,1.0,11.168478260869565,2.726457701368847,8.0,24.0,0.882242925465107,0.9426683261990547,0.008152337977662683,0.0006561146219610237,0.04790438,0.9913043460768202,0.02343898043196541,0.8500000238418579,1.0
83,169984,2482.801509346706,69,0.9869047602017721,0.03049106869492284,0.8500000238418579,1.0,12.0,3.2805342189809212,8.0,24.0,0.8785107061266899,0.9353536739945412,0.006213253072928637,0.0008489566971547902,0.066204056,0.9869047602017721,0.03049106869492284,0.8500000238418579,1.0
84,172032,2426.5797513231173,69,0.9926900567367063,0.020712824527121997,0.8999999761581421,1.0,12.035087719298245,3.033718380886325,8.0,24.0,0.8730183765292168,0.9376542642712593,-0.0034776348766172305,0.0005911238622502424,0.044835687,0.9926900567367063,0.020712824527121997,0.8999999761581421,1.0
85,174080,2401.6999893194834,70,0.984426226120829,0.030756830034542746,0.800000011920929,1.0,11.256830601092895,2.813830947253106,8.0,22.0,0.8542058244347572,0.938301794230938,0.0037592479238810483,0.0007805462009855546,0.063396335,0.984426226120829,0.030756830034542746,0.800000011920929,1.0
86,176128,2519.490886500911,71,0.9853293381765217,0.02911436643483633,0.8500000238418579,1.0,12.1437125748503,3.4193451925959883,8.0,25.0,0.8511230945587158,0.9341961964964867,0.00249753863135993,0.0009540762039250694,0.084731914,0.9853293381765217,0.02911436643483633,0.8500000238418579,1.0
87,178176,2380.1234603545718,72,0.9879781395359769,0.028491390799634662,0.800000011920929,1.0,11.39344262295082,3.0867884624209667,8.0,25.0,0.7894791588187218,0.9396234676241875,-0.0068739233538508415,0.0006770515537937172,0.07006562,0.9879781395359769,0.028491390799634662,0.800000011920929,1.0
88,180224,2283.6411864603238,73,0.9935028233097098,0.018415830394072383,0.8999999761581421,1.0,11.463276836158192,2.915002397916495,8.0,21.0,0.8395508825778961,0.9401291906833649,-0.00523201550822705,0.0005388710560509935,0.03244688,0.9935028233097098,0.018415830394072383,0.8999999761581421,1.0
89,182272,2267.0950141740705,74,0.9912087891128037,0.02235258291916868,0.8999999761581421,1.0,11.32967032967033,3.3168068354405515,8.0,28.0,0.8287383019924164,0.9424733743071556,-0.0023728518644929864,0.0006793350912630558,0.05132443,0.9912087891128037,0.02235258291916868,0.8999999761581421,1.0
90,184320,2401.193111905676,75,0.9915730316987198,0.020162205306960453,0.8999999761581421,1.0,11.455056179775282,2.788560549936841,8.0,21.0,0.7968690171837807,0.939572349190712,0.00019232140039093792,0.00062397987494478,0.053695217,0.9915730316987198,0.020162205306960453,0.8999999761581421,1.0
91,186368,2398.132901684736,75,0.99316939760427,0.022048353963446527,0.8500000238418579,1.0,11.311475409836065,2.885090656528813,8.0,22.0,0.8382142782211304,0.9444771856069565,0.0005083719443064183,0.0005164116992091294,0.043396965,0.99316939760427,0.022048353963446527,0.8500000238418579,1.0
92,188416,2475.2771789809044,76,0.9902941163848428,0.02884902949224452,0.800000011920929,1.0,11.852941176470589,3.4035651977541614,8.0,30.0,0.8178823441267014,0.9358462914824486,0.004774275927957206,0.0010523932069190778,0.09948507,0.9902941163848428,0.02884902949224452,0.800000011920929,1.0
93,190464,2526.8682838550712,77,0.992857141481651,0.021059088400060173,0.8500000238418579,1.0,11.214285714285714,3.207685531316606,8.0,26.0,0.8119925558567047,0.9454766064882278,0.0004795014535829978,0.0005012912915844936,0.037667766,0.992857141481651,0.021059088400060173,0.8500000238418579,1.0
94,192512,2464.8928271359505,78,0.9925824161414262,0.023729970113380686,0.800000011920929,1.0,11.258241758241759,3.085647951761881,8.0,23.0,0.811617448925972,0.9400317668914795,-0.002295165613759309,0.0006384775551850908,0.052125536,0.9925824161414262,0.023729970113380686,0.800000011920929,1.0
95,194560,2312.979032510393,79,0.9921465952983077,0.022676870285741738,0.8500000238418579,1.0,10.806282722513089,2.9532415952759403,6.0,29.0,0.8080420047044754,0.9451732784509659,-0.0047200800909195095,0.00047042496225913055,0.04277371,0.9921465952983077,0.022676870285741738,0.8500000238418579,1.0
